#ordinal	x	y	z	name	classtag	bodies
2111	3973200	-4221255	-548021	IMPOSSIBLE	1	5,8,10,12
2113	4179984	-4032638	-261139	OUT OF GAS	6	
2114	4193552	-4028711	290780	QUATERNARY A	8	1,3,4,21,22,23,30
2127	4473200	-4628644	-1188645	VERNE	1	49
2128	2146064	-2235789	-296096	TACITA	0	3,5,17
2140	1677136	-2175648	-46363	REBOOT	9	1,2,3,4,5,6,7,8,9,10,11,12,13,55
2147	1877136	-2242805	-280969	WELLS	5	
2148	3552848	-4233415	-1467931	PYRO'S STAR	3	1
2151	2005360	-4593961	-2537800	DAINICHI	0	4
2153	659632	-127249	1786696	GODSPEED	0	1,2,3,4
2186	3208208	-4136752	-1650948	DOC'S TRUCKSTOP STAR	6	
2187	2456784	-3449420	-2122039	GOD'S HAND	0	1,2,3,4,5,6,7,8,9
2197	4779984	-4243323	-1040694	TIPHAINE	0	1
2199	5248912	-4247794	-1222268	AYEUR	0	
2200	4855696	-4227844	-714594	LIZERJA	0	
2201	5069264	-4218499	-121843	LI+ZLI	6	
2202	4786768	-4371191	-719039	MARKVERMOTTE	0	
2203	4262480	-4297307	380227	DEULHIA	0	1
2204	3817840	-4285005	246314	AVIALA	0	5
2206	3893552	-4278849	633851	NADALIA	0	
2207	3442128	-4130971	176633	GRYNNAA	0	3
2209	-450000	-17755	572308	NOSYEUR	0	
2210	-91792	-28689	1674230	ASIMOV'S LAIR	0	3
2211	-129648	-35701	1371216	LLUKEPOINT	0	
2212	8208	-36174	1539328	CASIRIMI	0	1,2,3,4
2213	43216	-194196	-309558	NAVRADA	0	
2214	-325712	-231538	-12785	NIDFORSPID	0	
2215	-601424	-221860	-411711	GLADYS	0	2,3,4,5,6,13,19
2218	4097488	-4532993	-1286405	TANK STELA	6	
2219	3866416	-4622974	-953228	SMILJANA	0	2,5,6,7,26,27
2226	4473200	-4428644	-1191852	CAMEL9	6	
2227	4028560	-4341484	-1331484	CECILY	1	7,12,17
2229	4142128	-5082625	-566677	CEC	0	3,12,21,28
2235	3766416	-5077313	-924962	INONOMA	11	2
2241	5262480	-4336210	-502049	CORTA'YO	0	1,2
2244	5476048	-4366316	-28049	ST'TAKSI	0	1,2
2248	5169264	-4383567	-129735	ST'ZEB'HUL-ON	0	1,2,3,4,5,6,7
2253	3355696	-4169919	794913	IMMEMORY	0	1,2,3
2257	4893552	-3826601	-384525	DARK ADAPTATION	1	1,2,3,4,5,6,7,8
2269	3804272	-4198014	-595760	TAHNGARTH	6	
2271	1659632	-114730	793578	SOTELYA	0	4
2278	3890704	-4420850	-1491247	PAULON	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2284	4411056	-4582815	-757700	FIREFLY	10	1,2
2287	4479984	-4934365	-769964	TIRENTE	10	1
2295	4479984	-5134365	-725610	RAIDEN	4	1,2,3,4,5,6,18
2301	4317840	-5176347	-243938	BLU	7	
2302	4324624	-5232930	138604	GARAAN	5	
2303	4469264	-5265950	494019	JARN	8	
2306	4055696	-5346452	377776	ZORN	0	1,2,3,6
2309	4262480	-5376216	477371	LARUNE	0	1,2,3,8,9,10,39
2317	3869264	-5844472	1115467	DIANE	0	1,2
2320	3824624	-5929346	628416	SINNEY	0	9,10,11,33
2325	3462480	-6134435	1303272	WOTAN	0	1
2327	2931408	-6222148	1891299	EMPTY	0	
2328	2938192	-6236203	2326941	BRIEN	0	1,2,3,4,5,6,7,8
2340	4077136	-4486435	-2291692	WARANAS	0	1,3,4
2344	1656784	1904	-1129246	LISTA 4	6	
2345	2018928	35086	-1819660	SUPER	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38
2346	2550000	29419	-2380940	ALIBI	8	
2347	3512144	22540	-3721022	LISTA 5	6	
2348	4143216	69678	-4404773	BRUCINE	2	1,2
2351	4774288	88467	-5061867	SD LITTERBOX	0	1,2,3,4,5,6,7,8,9,10,11
2363	4936432	65419	-5578437	LISTA 6	6	
2431	1670352	-2252727	-258382	MURCHISON'S EYE	3	6,17
2434	3948912	-4353743	29276	GLENGOS	3	2
2435	4469264	-4587862	757049	CS-31	6	
2436	4476048	-4648525	1139478	RR-82	0	1,3
2439	4200336	-5681208	670626	SEPTOS	5	1
2441	4707120	-5664832	598338	GENIA	0	3
2444	3159632	-4649345	-651088	SYDRIS	0	1,3
2445	2446064	-4929519	-588808	RHYDOS	0	3
2447	2077136	-4941035	-475338	MITHRIL	6	
2449	2346064	-5131609	-479817	MARI	0	3
2450	-163568	-102358	-429910	FREEP	6	
2451	2514992	-4443928	-605468	ESSO	6	
2452	1714992	-4334394	207024	FENNBRIDGE	4	
2453	1639280	-4295194	-192315	DONMARTIN	3	
2454	2570352	-4204679	-1204051	SINCLAIR	6	
2455	3160720	-4132452	-4243297	JOLLIGINKI	8	17,28
2458	2478224	-4137036	-4434968	ARCO	6	
2459	2560720	-4324092	-3683165	EISENHERZ	0	3
2461	4043216	-4320747	-4282607	JACKPOT	0	4,5,7,15,17,23
2468	4163568	-4304169	-3430689	NIGHTFALL	8	
2469	4470352	-4327919	-3283633	FENWICK	4	3,10
2471	5177136	-4515695	-3362491	MARKLAND	1	17,27
2474	4187856	-4758060	-3857377	GREASYKIDSTUFF	8	3,4,5,7,9,20,21,27
2475	36432	-433110	-621435	DESOLATION	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2501	5824624	-3443681	-1387119	NOTHING	0	
2502	6476048	-3466443	-819832	SLEEP	6	
2505	-325712	-361387	-164300	ROJOSOL	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2519	118928	-354763	160959	LONENLUS	6	
2559	4535344	-5346215	-1341121	BLUE CITRINO	7	
2560	4528560	-5391346	-1821751	QUICK STAR	0	4
2562	4390704	-5394299	-2041809	PHOROUS	0	1,4
2565	4566416	-5635813	-1655322	BLUE KARMA	2	
2566	4114992	-5625140	-2241123	BLUE CALX	2	3,5
2569	4759632	-5627311	-2059434	FATALIST	11	
2570	4835344	-5626190	-1638499	LICHEN	0	3
2572	5155696	-4727943	-820349	OBLIVION	3	4,5,13,17,22,25,28
2580	4755696	-4689030	-619630	SOLUS	0	
2581	4662480	-5105071	-47990	SOLUS II	0	
2582	4969264	-5122360	80050	MONUMENT	0	4
2585	4255696	-5026031	-66654	LOST PASSION	0	5
2586	3566416	-4423957	-437988	TANDRA	0	3
2592	-132496	3272	-631914	QWERT	0	
2593	-421776	-275554	-1607571	DSDGSD	7	
2594	-904272	-504804	-2225571	AAAAAAGH	10	
2595	1608208	-2420927	-98459	KAREN'S DREAM	0	1,2,3
2600	-256784	-127615	15421	TREMIRE	0	4
2603	1808208	-2604825	-242513	SILUS	0	3,5
2605	1852848	-2665639	193509	ZOBROK	6	
2613	363568	-105380	678168	ANGEL	4	1,2,3,4,5,6,7,8
2618	494640	-71584	161522	TEXACO	6	
2619	570352	-82257	668065	ALEIA	3	1,2
2622	4152848	-4542401	-1914748	MULTIPLICA	8	
2623	3908208	-4533788	-2386804	BLUE BALL	11	1
2625	4559632	-4547912	-1942346	BLUE SISTERS	8	
2626	5173200	-4530193	-1742258	CHEVRON 2	6	
2627	3408208	-4220650	-1855031	JIMMY	0	1,2,3,4,5,6,7,8,9,10
2636	3177136	-4191473	-1547012	QUADRUBY	8	1,2,3,4,5,6,7,9
2663	4166416	-4303058	-1074192	XNO4	6	
2664	5211056	-4249377	-1602231	FORMIDABLE	11	1,2,3,4,5
2670	5366416	-4261260	-2294659	LISTA 9	6	
2671	5966416	-4240361	-2921107	LISTA 10	5	1
2693	6159632	-4245248	-3438980	BABY BLUE	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,72,73,74,75,76,77,78,79,80
2752	5966416	-4261492	-3111407	LISTA 11	5	1,2
2755	4421776	-4201041	-2115273	DOMINANCE	3	1,2,3,4
2757	4059632	-4188757	-1533164	LISTA 12	6	
2762	-443216	-735706	871493	NEXTURE	0	1,2,3,4,5,6,7,8,9,10,11,12
2776	194640	-452177	563487	LOVER'S ETERNAL	1	1
2778	908208	-554963	552389	GIANT'S TREASURE	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2811	4466416	-4392609	-1400758	NAIS	5	1,2
2813	4742128	-4245624	-1123118	POCAHONTAS	11	3
2816	4442128	-4248589	-942984	ORBITARIUM	0	1,3,5,7
2822	3804272	-4098014	-631302	NADALITAMBEM	0	1,3,4
2827	577136	-125210	990992	LUZEIRO	10	1
2830	4824624	-4836514	-344964	FALCATRUA	0	2,3,6,16
2832	4455696	-4603659	-288488	NO.FUEL.0001	6	
2833	5424624	-4793243	-964596	FNORD	0	1,2,3,4,5,6,7
2841	5931408	-4786028	-1086844	SOUL	0	1,2,3,4,5,6,7
2850	4793552	-4497362	-336952	LARVA	9	1,2,10
2853	5162480	-4492639	-425772	CLOCKWORK ORANGE	4	
2854	5369264	-4544774	-441678	OMNICRON	10	1
2857	4755696	-4489030	-548211	BEELZABUB	8	1,2,3,4,5
2863	4993552	-4486913	-525769	GAS STATION.2	5	
2864	5169264	-4483567	-192952	NO LUCK HERE	3	
2865	4724624	-4514440	-338582	NOTHING HERE	3	1
2866	3277136	-5075052	-1665551	PLENTYFUL	8	
2867	-601424	-21860	-377354	GAS STATION.3	6	
2868	-946064	156848	-609785	LUCY	11	1,2,3,4
2873	3390704	-4178474	-942087	PORT AUTHORITY	0	1,2,3,4,5,6,7
2881	2821776	-4185513	-517299	LISTA 8	6	
2882	2052848	-4204453	7080	NAPHTHA	11	1,2
2885	1283920	-4190011	765689	APHORISM	0	1,2,3,4,5,6,7,8,9
2895	477136	-4141631	1067236	SHOULDN'T HAVE	3	1,2
2898	277136	-4143401	1323863	LISTA 13	6	
2899	-222864	-4125508	1855459	BEYOND HELP	0	1,2,3,4,5,6,7,8,9,10
2943	-822864	-4092963	2445003	TIBERIUS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
2944	-647152	-4077628	2889298	LISTA 14	6	
2972	4211056	-4791175	-605208	GILGAMESH	0	3,4,5,6
2974	3728560	-4816425	-1027660	MALICE	0	3,5,10,11
2982	4059632	-4833879	-1388853	RA	0	1,2,3,4,5,6,7,8,11,12
2992	3735344	-5273064	-639164	LYNCH	0	1,3
2993	7358544	-845511	-1096003	ALONE	0	
3002	4852848	-4423564	-2774764	ETHYL	6	
3003	3759632	-4730317	-1059475	BALLHAUS	1	5,27,28
3007	1098576	-4614416	-2059487	MYRIAD	4	4
3012	363568	-22957	390916	LISTA 16	6	
3017	-305360	36478	1063592	GREGO	5	1,2
3020	443216	-339279	-663603	LOOKING GLASS	0	1,2,3,4,5
3026	312144	257153	-523914	WHEN	2	
3027	994640	139762	-233042	CADINALIA	3	1,2
3030	1170352	-1373898	-11566	CEEL	2	1,2,3,4,5,6
3037	-12144	-172689	359639	THASP	0	1,2,3
3041	-625712	-286454	344414	LUUN	7	
3043	-336432	-445967	1075440	SINGLE	8	
3044	-605360	-444115	1341802	RID	9	1
3046	-481072	153	650323	KAYD	0	1,2,3,4,5,6,7,8,9,10,11,13,14
3060	-1187856	-195673	1064757	WIRE	7	1
3062	-494640	-120235	-147167	FUEL ONE	6	
3063	-125712	-174213	-150246	FUEL TWO	6	
3064	-63568	-252198	-604977	FUEL THREE	6	
3065	-732496	-134647	-144096	FUEL FOUR	5	
3066	-394640	-177241	-119869	FUEL FIVE	6	
3067	118928	-254763	108909	FUEL SIX	6	
3068	-63568	-152198	-649273	FUEL SEVEN	6	
3069	-563568	-240853	-67984	FUEL EIGHT	6	
3070	118928	-454763	81936	FUEL NINE	6	
3071	287856	-437180	76669	FUEL TEN	6	
3072	-112144	148808	464116	FUEL ELEVEN	6	
3073	163568	-39378	605178	FUEL TWELVE	6	
3074	-618928	-172674	468750	FUEL THIRTEEN	6	
3075	-332496	-80307	-370980	FUEL FOURTEEN	6	
3076	56784	-147947	373948	FUEL FIFTEEN	6	
3077	-632496	-121211	-110296	FUEL SIXTEEN	6	
3078	-563568	-140853	-91368	FUEL SEVENTEEN	6	
3079	-463568	-121765	-178005	FUEL EIGHTEEN	6	
3080	-725712	26372	167064	FUEL NINETEEN	6	
3081	-150000	160748	360233	FUEL TWENTY	6	
3082	-32496	-139402	-696218	FUEL 21	6	
3083	625712	-220217	54766	FUEL 22	6	
3084	463568	-38799	507666	FUEL 23	6	
3085	663568	-36709	271752	FUEL 25	6	
3086	563568	-37608	202666	FUEL 26	6	
3087	587856	29401	-330884	FUEL 27	6	
3088	650000	34495	-460241	FUEL 28	6	
3089	-132496	-40917	-828399	FUEL 29	6	
3090	-618928	27326	579909	FUEL 30	6	
3091	-732496	-34647	-245977	FUEL 31	6	
3092	-532496	-36737	-371018	FUEL 32	6	
3093	-670352	-35653	-404175	FUEL 33	6	
3094	-539280	-37210	-533310	FUEL 34	6	
3095	-639280	-23198	-483887	FUEL 35	6	
3096	-608208	-9866	-813388	FUEL 36	6	
3097	-332496	-38827	-576707	FUEL 37	6	
3098	-339280	-27378	-733206	FUEL 38	6	
3099	-201424	-28450	-753799	FUEL 39	6	
3100	-432496	-37632	-263753	FUEL 40	6	
3101	-550000	-310589	701761	FELL	3	
3102	-712144	-353282	985186	LONE BLUE	7	
3103	-1194640	-427978	595529	KEENWISE	2	1
3112	-525712	-733043	-46430	FETITA	5	1
3113	-587856	-840757	357151	RHYDAIN	10	1
3115	-750000	-1296258	967407	JAGNE	11	
3116	-912144	-1341360	1272711	TINIYTA	5	1
3118	-767504	-1426627	1846213	KINDEN	4	1
3120	3959632	-4409715	-1348823	DANTE B92	10	
3129	5017840	-4316655	-930532	PASKOFF	0	1,2,3,4,5,6
3134	2877136	-4366430	-1053033	AMBIENT	9	3,4,6,7,10,20,21,22,28,30,31,32,35,37,38,48,62,65,66,78
3153	-125712	79198	-348529	LORNADERER	0	1
3155	-301424	130966	-695252	METTPHACC	3	1,4
3158	-477136	174230	-971079	FATHER	10	1
3160	3483920	-4297178	-1497655	RUGLEN HOLON	11	
3161	3521776	-4359539	-1148567	ATX 237	4	1,2,3,4,5,17,18,20,21,24
3172	3246064	-4412800	-1430942	KORAN	7	
3173	3377136	-4458630	-1795513	POEM	8	1,2
3176	2970352	-4448819	-1726659	ARIA	1	1,2
3179	2739280	-4419060	-1283371	DAYLIGHT	2	1
3181	2770352	-4428842	-1448862	BYZANTIUM	10	
3182	2532496	-4432003	-1540265	RUIN	8	1,2,3,5,7,13,14,15,16,17
3193	2839280	-4419379	-1380016	CONSENSUAL WORLD	0	
3194	2832496	-4384829	-1823141	METAMORPHOSIS	3	4,7,8,9,19,27,28,32,34
3203	2387856	-4364330	-2067032	TURMOIL	7	
3204	2556784	-4378082	-2148356	SPIRIT	1	2
3206	2718928	-4334162	-2459888	AWAKENING	4	1,2,3,4,8,22
3213	2850000	-4292078	-2699176	LHASA	11	
3214	2787856	-4319246	-2484980	PLAN 94	2	
3215	2374288	-4344078	-2741157	VOYAGER	9	4,5,9,12,13,15,19,29
3224	-398576	-1138327	1488572	PARESI	1	1,2
3227	-85008	-1143030	1966563	SEVSO	0	1,2,3,4,5,6,10,11,12,13,14,15,16,17
3238	-143216	-8545	755825	JACKLIGHT	0	1,2,3
3242	-843216	-21055	1259908	BENIGNITY	2	1,2,3,4,5,6
3281	-1167504	-2144	2251524	TEMPUS FUGIT	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
3346	2839280	-5119379	-1347871	POOLSUN	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14
3348	2287856	-5142833	-1994505	MANUIA	0	4
3363	2501424	-5264880	-1367090	FULMIRENS	3	4
3364	2646064	-4925340	-809686	STATORPERT	6	
3365	2677136	-5584941	-898884	SOLAFARENSIS	0	
3366	2601424	-5543702	-1443982	SOLISEE	0	
3367	1956784	-5537178	-1563820	SOLLVERNE	0	3
3369	705360	-6128595	-1315005	SOLLTISSAN	0	3
3371	25712	-24397	664745	SOLLSETRENS	0	1
3373	566416	-112242	2293631	PERDINE	0	3
3375	466416	-435510	2454955	LUANI	4	9
3377	1379984	-741804	2273781	SOLLUSEN	0	5,14
3386	3252848	-4475194	-1237292	NYQUIST 04001	4	1,3,4
3391	3052848	-4443317	-802373	NAUSEUM	0	1,2
3393	3428560	-4060293	-686548	FERRIUM-N002	0	2
3395	3359632	-4045485	-825306	FOOLSFUEL	6	
3396	2570352	-4504679	-1124147	FUEL	6	
3397	2601424	-4543702	-1457171	SOLEM	0	
3400	2777136	-4626086	-1230145	VITADONNA	0	1,5,34,36,37,39
3406	4879984	-4546309	-1156168	BEBECEE	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
3409	5431408	-4570202	-525500	LONEWOLF	10	1
3413	5969264	-4564576	-830164	PALE	0	1,2
3415	6651760	-4614084	-596667	FUEL-NO604	6	
3416	6682832	-4627664	-949488	NEW GATEWAY	3	1
3420	6913904	-4736889	-1244650	FATIMA'S EYE	9	1,2
3421	1611056	-768778	1968943	ISSEI	10	1,2
3424	525712	22777	143187	VILA	0	1,2,3,4
3429	236432	267209	-920508	IMMORTAL	11	1
3431	-859632	254576	-1458795	VEIN	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3450	-852848	246653	-1145099	FUELSTOP	6	
3451	3773200	-5327206	-226142	KRZAKK	0	
3452	3735344	-5373064	-622706	ORSINAI	0	4,5,6,8,22,23
3459	3904272	-5465172	-666611	DIABLERO	3	1,2,3
3463	3390704	-5478474	-954877	KAGANEK	5	1
3465	3183920	-5560454	-1209816	MOTHER GOOSE	4	1,2,3
3469	2708208	-5523615	-1144671	FERRAYAH	11	1,2
3472	2563568	-5804467	-1750822	PRINCESS CARRAH	3	1
3474	2570352	-5898082	-1391976	SHAYNE	0	1,2,3,4,5,6
3481	2870352	-5993903	-1732830	TABACO	0	1,2,3,4
3486	3997488	-4663426	-1238922	ANCIENT WISDOM	0	1,2
3489	4166416	-4703058	-1033495	KAMIS	0	1,2,3,4,5,6,7,8,20
3499	3904272	-4765172	-710492	TRALFAMAGORIA	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
3508	3546064	-4606530	-1639650	JULKA	0	1,2
3511	3521776	-4659539	-1136283	URABURRARA	0	
3512	3690704	-4770114	-1241100	ATOG	10	
3513	2777136	-4875685	-958490	MILLER	1	1,2,3,4,5,6,7,8
3528	-332496	-238827	-579572	CARAGOND	1	1,2,3,4,7
3534	-332496	-138827	-643676	KRY	3	1,2,3,5,6,7,8,9,10,11,12,13,14,15
3549	3714992	-4504837	-1815290	PHOSPIS	0	1,2,3,4,5,6,7,8,9
3550	4090704	-4502659	-1683424	DIPSON-TYGARA	8	2,3,15,16
3557	4051760	-4476756	2070096	TABRAM	9	1,2
3577	5079984	-4521208	-1365907	YOBOP	6	
3578	118928	-54763	135882	DORISIA	0	
3583	7461392	-4749744	980082	XNO9	6	
3587	4069264	-4767857	1180513	LISTA 23	6	
3602	4404272	-4332031	-1225315	ALONESS	0	
3603	4166416	-4322099	-1305235	HARIDAS	4	3,18
3605	3766416	-4329610	-657766	GOVINDA	4	1
3607	3835344	-4333056	-655559	KUNTIDEVI	1	2,18
3609	3535344	-4322009	-410753	BALARAM	3	2
3611	3804272	-4298014	-560218	GAURANGA	9	
3612	3866416	-4313508	-809541	ARJUNA	8	
3613	4073200	-4302744	-547130	RAMA	3	
3614	4035344	-4284112	-888600	RADHARANI	4	2
3616	3928560	-4310155	-1229625	SYAMASUNDAR	0	2
3617	4390704	-4294299	-2024260	SUKRITI	4	
3618	4452848	-4322120	-2158611	TIRTHA	0	5
3620	3959632	-4440688	-1525898	THANOS	6	
3621	3966416	-4599706	-1118705	RIMDELL	8	1,2,3,4,5,6
3628	2601424	-4843702	-1427000	ARBOREA	0	1,2,3,4
3633	2308208	-4917962	-807668	THE GYPSY	10	1
3635	2108208	-4934064	-601836	CALVARY	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3657	1770352	-4945881	-410751	D'HARGA	0	1,2,3,4,5,6,7,8
3667	2959632	-5084278	-484861	KARINA	1	1
3668	3066416	-5164474	-234173	VASSARI	2	1,2,3
3672	2897488	-5184624	-101273	ORPHAN	0	
3673	2559632	-5522851	117433	LONE WOLF	0	
3675	2659632	-5571140	-153485	CARMILLIA	0	1
3676	2921776	-5619252	-564886	ERG	0	
3677	3177136	-4391473	-1641045	CARTIOUS	11	1,2
3680	2977136	-4457174	-1185882	BIG RED	3	3,4,5,6,7,25,26
3688	3177136	-4491473	-1556990	GLOWESE	9	
3689	3170352	-4589723	-2010247	LOWEN	1	
3690	3070352	-4634807	-1844017	LUNURIOUS	3	
3691	3163568	-4776122	-2203306	WEDIRUS	9	
3692	3770352	-5281363	-2577971	USELESS GREY	6	
3693	3770352	-5242875	-2412732	EDORIAN	0	2
3695	3463568	-5096107	-2664694	QUERIS	0	5
3697	3977136	-5395690	-2198216	GREY STAR 1	6	
3698	3783920	-5333902	-1807549	GREY STAR 2	6	
3699	3859632	-5423690	-1381198	GREY STAR 3	6	
3700	4173200	-5284233	-740468	GREY STAR 4	6	
3701	4386768	-5375669	-267023	GREY STAR 5	6	
3702	4655696	-5629115	-305289	GREY STAR 6	6	
3703	4962480	-5674426	-191700	CATZ	0	4
3705	5800336	-6162999	-854981	REDEMPTION	0	4
3707	5638192	-6304262	-343498	WARMFILLING	0	3
3715	-236432	-411650	1252183	HARD TIMES	3	14
3716	-767504	-626627	1838039	GRAND	3	
3717	-622864	-28231	2472121	NUMBER 18	5	
3722	4152848	-4342401	-1921549	VAMANA	2	
3723	3373200	-4348945	-124213	LILA	3	
3724	3673200	-4371914	-362360	GANGA	5	1,2
3725	3808208	-4326302	-2243413	SANATANA	7	
3726	3877136	-4307596	-2248909	SRIVAS	11	
3727	3025712	-4103498	-2447926	NANDA	2	
3728	3332496	-4049897	-2335163	NIMAI	0	
3729	3877136	-4207596	-2239261	BHAGAVAN	0	3,6
3732	4239280	-4182059	-2754402	YAMUNA	0	1,4,5
3736	3877136	-4204946	-2043728	VINA	1	
3737	4059632	-4233879	-1374725	KATHA	8	2
3739	3777136	-4214201	-1924549	MADANAMOHANA	9	12,13,35
3741	3821776	-4429682	-1462658	DAPHNE	8	2,3,4,5,6
3747	4059632	-4533879	-1447325	LITHINIUS	6	
3748	4297488	-4541055	-1442103	SYLLAB	4	1,2,3,4,5,6,7,8,9
3758	1160720	-4627984	-2440257	FLYING A	6	
3759	-28560	-4607999	-2560039	WHAD'YAKNOW	0	4,10,25,30,37
3764	-1076048	-4642017	-4165830	TRIPLE ZERO	8	
3765	-1189616	-4842327	-4929114	UNION 76	6	
3766	-920688	-4849920	-4913827	RURITANIA	8	3
3768	-720688	-4821874	-5040323	CONOCO	6	
3769	-44976	-5036632	-5238704	MAGLIOZZI	0	4,5
3772	268592	-5068886	-4969992	RICHFIELD	6	
3773	1244304	-5039060	-5313024	ASTURIAS	0	
3774	1575376	-4741973	-5699916	AQUITAINE	0	
3788	2856784	-3834820	-2289199	PROTEUS	0	1,2,3,4,5,6,7
3790	2970352	-3448819	-1792674	LOCTIS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19
3815	2081072	-3041345	-2213185	NEXUS	0	1,2,3,4,5,6,7,8,9,10,11
3829	4004272	-4432329	-752067	SILVIA	0	2,4,17
3832	3711056	-4512074	-85270	EDEN	0	3,5,6,7
3836	3728560	-4216425	-1029518	GAGARIN	0	1,2,3,4,5,6
3843	5800336	-4462999	-925592	ROSVITA	2	1,2
3846	5279984	-3927180	-1560675	MILX	0	1,2,3
3850	5824624	-3843681	-1441242	LONLY STAR	0	
3851	5055696	-3874401	-864939	NX1	0	
3968	3390704	-4378474	-933972	ARCHIMEDES 241	6	
3970	2646064	-4825340	-800943	LEUPREKOTA	0	3
3971	3635344	-4813073	-460792	NAMORZ	2	1,2
3974	2577136	-5194196	-739158	THEON	6	
3975	2339280	-5242070	-821097	ODIE	4	1,2,3,4,5,6,7,8,9,10,21,24,25,26,27,28,29,30,31,32,33
4015	3966416	-4766334	-893636	LISTA 24	6	
4016	4166416	-4803058	-1088856	ANTHEM	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4055	3483920	-4397178	-1516481	XNO10	6	
4056	3646064	-4404440	-1810153	LACTOSE	2	1,2,3,4
4061	2539280	-4680565	-1126996	LISTA 25	6	
4087	2777136	-4726086	-1187136	FREE ASSOCIATION	7	1
4089	2770352	-4728842	-1376276	LISTA 26	6	
4090	3359632	-4745485	-930356	POOR EXCUSE	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
4144	4159632	-4436827	-1722935	GARLAND	0	1,2,3,4,5,6,10,11,12,13,14,15,16,17,18,19,20,21
4160	4097488	-4432993	-1289356	NOSCAR W	6	
4161	3859632	-4423690	-1425445	GONDARF W	2	
4164	29648	-39256	-1082053	MINOCRACY	0	1
4166	-132496	-96728	-566802	SALVA	6	
4179	2863568	-5045371	-2030641	NARATNOS	0	1,2,3,4,5,6,7,8,9,10,11,12
4191	2750000	-5150000	-2850000	EXXENON	6	
4192	2498576	-5228726	-3505735	YMIR	0	1,2,3,4,5,6
4199	3828560	-4447754	-1052980	FIROMACTAL	5	
4200	2852848	-4890171	-624238	RENDROK	0	1,2,3
4204	2773200	-5281245	653143	SERVICES	6	
4205	3507120	-4994985	1808677	IKYAN	9	1,2,3,4,8,9
4212	425712	-934229	162875	DARK JUNCTION	11	1,2
4213	129648	-660434	-1184923	INSIGHT	0	
4214	729648	-611787	-1771237	KLC 210	4	2,7,10
4278	3077136	-4547919	-1242522	GASSMANN	9	2,3
4281	3411056	-4924613	180760	LITHIUM 1	6	
4282	3948912	-5453743	-35342	PETER JACKSON	0	3
4284	3655696	-5393605	753946	LITHIUM 2	6	
4287	4055696	-5979474	83131	ROUGE 1	3	
4289	4055696	-6946452	324438	BULLAERULLAE	0	4
4291	3173200	-7769226	71417	SPILLOPOXYDEN	0	6
4293	181072	-146421	-286406	MAGNOPEA	0	1,2,3,4,5,6,7,8,9
4299	343216	-29704	-630374	QUADOLUX	0	1,2,3,4,6,7
4306	3552848	-4345109	-1320773	SCRU BETA 42	5	2
4307	3966416	-4199706	-1085710	NIKITTY	1	1
4308	1670352	-2052727	-289916	TRISHA	6	
4309	3666416	-5031653	-821054	CELESTRA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
4311	3052848	-5043317	-801922	GORT 42	5	
4327	2770352	-4738986	-1565908	RED DAWN	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4410	4079984	-4622487	-248413	XNO11	6	
4442	4042128	-4293971	-433613	LISTA 27	6	
4443	5100336	-4495542	-136525	ULIMPOS	0	1,4,5
4452	4669264	-4132328	493371	LAKANEW	0	1,2,3,4,5,6,7,8
4455	4307120	-4418574	1074241	NOGAS	6	
4456	3969264	-4409540	1033150	GAS1	6	
